Word,Definition
Mene,"memene, menemenev.i. Show wrinkles, contort the face. Memene noa ana nga paparinga o te tini manu ra (T. 30). Ka memene ona paparinga, he smiles.   whakamenemenev.i. Make grimaces. Ko wai ra tera tangata e whakamenemene nei ? see menge'"
Meno,"whakamenomenov.i. Show off, make a display. see whakametometo'"
Menge,"memengea. 1.Shrivelled, withered. Ka koroheketia, ka memenge nga ringa, nga uaua.2.Wrinkled. Titiro ai au ki te paparinga o te tangata, ki te memenge. (Of the wrinkling of the cheeks in smiling.) see mene (ii), meke (iv)'"
Mengerangi,n. A variety of kumara.'
Meramera,"a. Prepared by steeping in water, as certain foods were see mara'"
Merau,"meramerau Ko te rangi tenei e mate ai au, e whakamomori kia mate ko au, e au, e tai ma, ka meramerautia, me tuku ki te puna mo te takore, e au (S.). '"
Mere,"n. A short flat weapon of stone for hand-to-hand fighting; sometimes called meremere. Ko nga patu he patu poto kau, he meremere. he onewa, he patu paraoa (T. 90). I haere katoa nga mere pounamu, nga kotiate, nga patu paraoa (T. 153). Note: Mere (not meremere) is with Tuhoe, possibly also elsewhere, restricted to such a weapon made of greenstone.'"
Mere,"meremeren. Venus, as an evening star; called also Meremere-tu-ahiahi. Tera te whetu kapokapo ana mai ko Meremere ano (M. 69). whakameremerev.i. Show off, endeavour to attract attention. E whakameremere ana te tangata ki te wahine ra.'"
Mere,"meremeren. Some marine animal. Ka kite ranei koe, e hine, i te toka i piri ai te kuku, i te meremere, i te humenga, i te patangatanga, i ta Tangaroa aitanga? (S.).'"
Mere,"n. Bush, shrub. Ka whiti te ra nui o te waru, ka rere ki roto o te mere tutu noho mai ai (S.). meremeren. A pole placed in front of the heketua to steady oneself by. = turuturu'"
Mereuha,"n. Some ceremony connected with the whare wananga. Me haere koutou ki te tohunga, me toro atu a koutou ringa mapere o te ringa maui ki a ia, a ka mereuha atu ki a ia, ara ka tou ai a koutou ringa ki te taringa maui o te tohunga. He mea hoki, he tohu taua mereuha i a koutou e aro atu ana ki te ako mai a taua tohunga.'"
Meri,v.t. Enclose. Meri rawa ki te matua kawata.'
Mero,"meromeroa. Small. Ka whakawanawana te tangi a te manu nei, a te totoroie, ae puhi kereru meromero (S.). E mero, a disparaging term.'"
Meroiti,"meromeroitia. Small, inconsiderable. He meromeroiti kau te mate see mero'"
Meroriki,meroririkia. Small. Nuku mai ki a au he waewae meroriki (M. 365) see mero'
Merowhetau,a. Very small see mero'
Metarahi,metararahia. Great.'
Metimeti,a. Fat. Metimeti ana te tou o te manu.'
Meto,"1.a. Putrid. Ka metoa nga tawatawa.2.v.i. Be extinguished. Homai he wahie, kei meto te ahi.3.n. Extinction. Kihai a Maui i pai kia mate rawa atu te tangata ki te tino meto rawa atu (W. ii, 84). whakametov.i. Advance in a stealthy manner, as a scout.'"
Meto,"n. A star. Ko te whetu e tu hihi nei, koinei a Meto.—He whetu puhihi a Meto. whakametometo1.v.i. Show off, give oneself airs. Te korokē whakametometo mai nei ki a tatou.—He titiro, he whakahako no tona tu, ta te tangata whakametometo see whakamenemene, whakameremere2.a. Forward, presumptuous.'"
Mianga,n. Urinal. Ko taua waro hei waro mianga mo te hapu see mimi'
Miere,"v.i. Become powerless, be exhausted. Ka powharu Waikato, ka miere Tauranga (S.). whakamiere. Checkmate, as in draughts.'"
Miha,"n. 1.Distant descendant. Tupu rawa i te miha, katahi ka ngakia tona mate.2.Young fronds of fern.3. Miha pakake, calf of whale. Ka tangohia mai te miha pakake, te kuao a Tutunui. (Apparently refers to the young of whales.) mihamihav.i. Begin to grow, as hair.'"
Miha,v.i. Wonder. whakamihav.t. Admire.'
Miha,"a. In the expression au mika, heavy sea. mimihan. 1.A black bituminous substance thrown up on the seashore.2.Whale.'"
Miharo,"1.v.t. Wonder at, admire. Ka mihaio ona tuakana ki to ratou teina (T. 14).Pass. miharotia, be regarded with wonder or admiration. 2.v.i. Wonder, be surprised. Ka miharo ia, ka mea, “Ko wai ra tona hoa ?” (T. 134).3.a. Causing wonder. He mahi miharo te mahi a te pakeha. whakamiharoa. Surprising, astonishing.'"
Mihi,"1.v.t. Sigh for, lament. No reira i mihi ai a Tuau ki ana tamariki me tana wahine (T. 111).2.Greet. Mihi atu ana, mihi ana mai; ka mutu te mihimihi (T. 122).3.Acknowledge an obligation.4.Express discomfort. He hemokai ka puta tenei kupu, he mihi ki te hemokai (P. 104).5.v.i. Show itself, be expressed, of affection, etc. Kei te mihi tonu te aroha a te wahine ki tona tane (Pi. 175, 2).6.Ko ona niho he mihi makomako. (Refers to the whiteness of her teeth.)  mihimihi1.v.i. freq. Frequentative of mihi 2.n. Persoonia toru, a tree. = toro whakamihi = mihi 2Commend, compliment, praise, acknowledge, thank.'"
Mihiau,"n. A stone, said to have been used in grinding stone weapons. He mihiau te kowhatu i taona ai te moa (P. 21).'"
Mihiwai,n. A kind of stone.'
Mikao,n. Finger.'
Mikara,n. Cutting instrument made of sharks'' teeth set in a frame of wood.'
Miki,"n. 1.Ridge of hills.2.Posteriors.3.A coarse grass.4. Cyathodes juniperina, a shrub. mikimiki = mingimingin. 1. Leucopogon fasciculatus, a shrub.2. = miki 3+4 see mingi'"
Mikiki,"a. Extended. whakamikikiv.i. Stretch out, as the legs when reposing.'"
Miko,"n. Young shoot of nikau ( Rhopalostylis sapida, palm tree).'"
Miko,"Kia ea ake ano te taniwha horo waka, kia ea mai ki uta ka miko taiora (S.).  mimikon. Gooseflesh, creeping sensation of flesh or skin from fear or sickness. Kua mimiko katoa nga kiri o te wahine mate kino, e ka puta te marama.'"
Mikoikoi,"n. Libertia ixioides and L. grandiflora, plants.'"
Mikoni,"v.t. Ask for, beg persistently see pikoni'"
Mimi,"1.v.i. Make water. Pass. mia.2.n. Urine.3.Stream, creek.'"
Mimiha, see miha'
Mimihau,n. Passing shower.'
Mimiki, see miki'
Mimikiore,n. A plant used as a scent.'
Mimiko, see miko'
Mimingo, see minge'
Mimira, see mira'
Mimire, see mire'
Mimiro, see miro'
Mimiti, see miti'
Mina,"minamina1.v.t. Desire, feel inclination for. Ka kite ia i te huka o runga o Tongariro, ka minamina ia ki te piki atu (T. 80). Kihai rawa taua tamaiti i minamina mai ki te takaro (T. 107). minaminaa. Affected by. Minamina au ahi, discoloured by, tasting of, smoke. = munamuna, mungamunga '"
Minaka,v.t. Desire. E minaka ana taku waha ki te kai nei. = mina'
Mine,v.i. Be assembled. whakaminev.t. Assemble. see mene'
Minene,"v.t. Beg, ask for cringingly see unene'"
Minono,v.i. Beg see pinono'
Mingi,"mingimingi1.n. Cyathodes juniperina, a shrub.2. Leucopogon fasciculatus, a shrub.3. Coprosma propinqua, a shrub.4.a. Curly, twisted, of grain in timber, hair, etc. see miki'"
Mingo,"a. Curled, curly, wrinkled. mimingoa. Shrivelled up. Hei mimingotanga ano hoki mo nga paparinga o te kaimatakitaki (W.M. x, 139). mingomingoa. Crisped, frizzled.'"
Mingoi,v.i. Wriggle (Sa. migomigoi.)'
Mirā,"v.t. Tend carefully, cherish.'"
Mira,"n. 1.Lashing, binding. (This meaning not now in use.)2.A saw-like cutting instrument made by lashing strips of obsidian or sharks'' teeth to a wooden handle. Haehaea koe ki te mira o tawhiti (M. 69). Katahi ka haehaea ki te mata-whaiapu, ki te mata-tuhua, me te mira-tuatini (T. 152). whakamiran. The lower portion of a fishing line, protected by a thread wound tightly round it. mimirav.t. Fasten on the haumi, or bow piece, to the body of a canoe. see mire'"
Mira,"miramira1.n. Uvula. Kei roto i te korokoro to miramira e tawerewere ana.2.v.t. Give prominence to. Naku i miramira te korero na.3.a. At a red heat. Ka roa te kainga a te ahi, na, miramira kau ana te rino see mumura whakamiramirav.t. Make much of, treat with deference. He mea whakamiramira naku taku tamaiti; kei a koe ka tonoa.'"
Mirara,"a. Scattered, dishevelled. Mirara ana nga huruhuru see pirara, marara'"
Mire,"mimirev.t. Bind round, lash, seize. Homai noa ra he mimire mo te waka e mau ai ra (S.). see mira (i)'"
Mirei,"A very hard smooth rock. He mirei, he kara te pari kei tua mai o Hawaiki (K.). whakamireiv.i. Act in a defiant manner. Tenei to kiri kai te whakamirei Tangaroa kiri uka (S.). Whakamirei ana te haere a te tangata.'"
Miri,"1.v.t. Rub, stroke, wipe.2.Smear. Ka miria atu (te kokowai) ki te kanohi o te tangata e aroha ana, ki te uma hoki (M. lxxxiii).3.Twist strands of dressed flax by rubbing them on the thigh.4.Graze. Kia miri kau to tatou waka i te taha o te toka.5.Hug the shore, coast. Miri tonu i te taha o te awa.6.Soothe. Miria mai te pohutu o te akau kia mate ra (M. 38).7.Assuage, tranquillise. Ka haramai te wahine ki te tohunga kia miria tona aroha.8.Shell maize by rubbing the grains from the cob. (mod.)9.n. A karakia, with rites, for soothing pain, grief, etc see 7 above and the passage quoted under 210.A method of adzing timber. mirimiriv.t. 1.Rub. Ka pura ona kanohi; whakawarea ai koa a Tuwhakararo ki te mirimiri i ona kanohi (T. 40).2.Soothe. Kei runga te mirimiri, kei raro te rahurahu (P.).3.Smear, run in. To kiri mirimiri ki te renga horu (M. 226).'"
Miri,"n. A cloak like the korowai, but of a coarser description.'"
Miro,"n. Podocarpus ferrugineus, a tree. He aha te poa? He miro, he kahikatea (M. 234).'"
Miro,"1.v.t. Spin, twist. Ko te rama he mea miro ki te muka, ka tukua ki te hinu (T. 195).   Miroa he aho hi ika ma tatou.2.Twirl. E miroia ana hoki te waka e te ia o taua ika.3.n. Thread, twisted cord.4.Whirling current of water.5.a. Whirling, moving in spirals. Ehara i te au miro nei tona au; engari he tika tonu. mimiro1.v.i. Swirl. No te taenga o te ika ki runga ka mimiro te moana.2.Move quickly. Haere, miroia, kia tere te haere.3.v.t. Lash, bind round with cord. = mimire4.Draw together the sides of a canoe by a Spanish windlass. Koia i ki ai au kia mimirotia to tatou waka inaianei.5.n. Petroica toitoi, white-breasted North Island tit. miromiron. Petroica toitoi, white-breasted North Island tit. Te panganga atu ki te pae miromiro, mate ana te nuinga (T. 96). = komiromiro, pimiromiro, pipitori, etc.'"
Miroi,n. A stone implement used for curling flax fibre. see miro (ii)'
Miroiti,"n. Young of Galaxias huttoni, freshwater fish.'"
Mirumiru,"miromiron. Petroica toitoi, white-breasted North Island tit.'"
Miti,"1.v.t. Lick, lick up.2.n. Undertow of surf, backwash. Kei riro i te miti o te moana.—Ka aki mai te ngaru ki te toka, ka hoki te miti.3.In the expression miti aitua, dryness of the throat and mouth caused by fear; an evil omen. mimiti1.a. Dried up, disappeared. Ka ngaro te kai e mimiti ta tuwaewae (M. 11).   Kua mimiti te wai o te repo. Tai mimiti, low water.  2.Exterminated, swallowed up. E! ka mimiti toku iwi, akuanei pea ka mate hoki ko au (T. 119).3.n. Trochus tiaratus, a univalve mollusc. = mitimiti mitimiti1.v.t. Lick, keep on licking. E kiia mai nei ki te nane mitimiti oko (M. 244).2.n. Shallow water.3. = mimiti 3'"
Miti,n. 1.A heavy stone from which weapons were made.2.A weapon made of the above.'
Mito,whakamitov.i. Pout. Ko te waha kai te whakamito.'
Miware,"n. Young kaeo; shellfish. He miware horonga koko. (Said by Tawhiao of some of his men, whom he could not restrain from working on the Waikato railway.)'"
Mo,"prep. 1.For, on account of. Ka kawe nei a Tinirau ki te rapu utu mo tana tamaiti (T. 38). Ka whakama mo tona ringa i kapea e Paoa (T. 194).2.For the benefit of, for the use of. Nga aruhe hei o mo te taua (T. 40). Mo wai to wai ? (T. 133). Ka wahia i te tungaroa he ara whakaputanga mo tana tamaiti ki waho (T. 52).3.For, i.e., to hold, etc. Me raranga he kete mo nga kai.4.Against, in preparation for. Kia angiangi ai te poho o te tangata mo te turanga i te aroakapa o te haka (T. 166).5.Of time, fixing a future date; sometimes to be rendered by at, on. Kua ahiahi, e kore e taka te uru o a taua rakau: mo apopo taua riri ai (T. 92).6.In many cases to be rendered by some expression suggested by the context: In consideration of the fact that. Me waiho te ingoa i a Pare-tuahu, mo tana mara i tuahua kautia (T. 136).   With a view to. I whakaorangia ahau mo te takiritanga o te ata (T. 46).   So that when. Me unuunu nga puru, mo te whai rawa i a tatou, e kore e ahei (T. 169). Note: For difference between mo and ma see a (iii), o (iii)(F.L. § 22)'"
Moa,"n. 1.Dinornis gigantea and other species; extinct birds of the order Dinornithiformes. He koromiko te wahie i tanoa ai te moa (P. 18).  Mate a moa, exterminated.  2.A stone often found in spherical masses, some compound of iron; also called moamoa.'"
Moa,"n. Bed or raised plot in a garden. whakamoav.t. Lay in a heap. Whakamoania nga powhatu. whakamoamoav.t. Economise, husband.'"
Moa,"v.i. Climb. Ka moa atu raua; ko Karihi ki mua … ka piki raua, ka moa (Tr. vii, 44).'"
Mōaho,"1.a. Applied to shellfish steeped in fresh water; in the examples it appears to mean palatable. Pangā nga kina ki te wai kia moaho. Kia takoto ki te wai ka pai, ka reka, ka moaho hoki.2.n. Kawea ake au nga moaho koe, kairoa i uta (M. 234). Another version reads, Kawea ake au nga maoa kore o Taunoa i waho (S. ii, 67). '"
Moai,mowai'
Moakirua,"n. A bird like moho, but now extinct.'"
Moakurarua,"n. A bird. see moakirua(J. xxv, 66)'"
Moana,"n. Sea, lake. Me hoe rawa ki te au o te moana ka tuku ai i te punga (T. 21). Ka kitea he moana, ko te Rotoiti (T. 79). Moanapounamu, the South Island. Ko Ngaitahu ki te Moana-pounamu (M. lxiv).  '"
Moana,1.n. Roof of a rua kumara.2.Uneven. I moana tetahi taha o te rua.'
Moana,n. The panel space in the wall of a house. (Whang.).'
Moānanga,"a. 1.Hesitating.2.Parsimonious, sparing.'"
Moanarua,"v.t. Repair a garment by weaving a fresh piece. Kua tawhito te remu, kua wera ranei tetahi wahi, ka moanaruatia; ka natia houtia a runga o te wahi i ora, a taea noatia te whiri.'"
Moanauri,"n. 1.A karakia, or incantation.2.A seaweed.'"
Moani,"mōaniania. Smooth, even. I haere tatou i te moaniani, ka tae ki waho ka tutakina e hukatu, e hukarere (M. 265).'"
Moao, see moaho 2'
Moari,"1.n. A kind of swing, or giant stride.Hangaa he moari kia rere au i te taura whakawaho. (Tr. xxxiv, 61–62)2.a. Circling round. Ki te rere moari te au o ripo (S.). mōariariv.i. 1.Escape narrowly. Ehara i te hanga tou moariari i te hinganga o te rakau na.2.Be alarmed at sudden danger of another person.'"
Moata,a. Early in the morning. Kia moata ki te whariki mo te kainga nei (T. 192).'
Moe,"1.v.i. Sleep, repose. Ka mea atu a Horowhenua kia whakahekea ki raro moe ai (T. 200). Ka moe nga patu ki te whare (M.M. 206).2.Close the eyes. Moe atu ana aku kanohi ki a Tukorehu (M. 87).3.Die. Ko nga tangata o taua pa ra, moe tonu, kihai i ora tetehi (T. 177).4.v.t. Marry. I whakaaro ia kia moe ia i a Te Whatuiapiti, hei tane pai mana (T. 165). Ka hoatu tana tamahine kia moea e Takarangi (T. 183). Hence: moepuku, concubinage;   moetahae, adultery.   5.Beget. Ma Kahutia-te-rangi, ma te tangata i moea ki runga ki te takapau wharanui.6.Dream. Ka moea iho e Waitiri ka kiia mai e te wahine o raro, o te reinga, “Aua ra te mea ka mate na koe” (W. i, 106). Moetoa, indulge in confident dreams.  7.n. Sleep. Ko te moe a te manu (M. 189).8.Dream. He moe po naku i konei tonu koe (S. 44).   [For information about various sorts of dreams, with their names, ‖ Best, J. vii, 125, 126.] Moepapa, nightmare.   moengan. 1.Bed, sleeping place. Ko te moenga o Ruataupare kei raro iho o te mataaho (J. xx, 20).2.Marriage. Me te manawareka a te iwi i te moenga a Ruataupare i a Tuwhakairiora (J. xx, 21).3.In the expressions moenga hau, moenga rau kawa, bastard. Kei hea taku heru ? Ka riro i te poriro, tiraumoko nei, moenga hau nei, moenga rau kawa nei see moe 5 whakamoe1.v.t. Put to sleep.2.Close the eyes. Ka whakamoea nga kanohi, ko te tangata ia e ara ana.3.Give in marriage. Ko taku tuahine ra kia whakamoea ma taku hoa takapui, ma Tiki (T. 135).4.Conceal. Te whatu o Poutini, he taonga whakamoe i te whare (M. 329). Ka whakamoea nga patu ki te whare (S.).5.Trace a genealogy, assigning wives to the males, as opposed to taotahi, reciting in the single line only. Kaore au e pai ki te taotahi i aku whakapapa, me ata whakamoe ano ka pai ai au.6.Recite traditional lore. He tangata whakamoe tau (A man who has knowledge of the seasons).7.v.i. Twinkle, blink. Ka wheturangitia Matariki, te whetu o te tau e whakamoe mai ra (M. 254).8.n. A method of taking the kōkō bird at night. Ka haere taua ki te rama i ta taua whakamoe.9.In the expression whakamoe kokota, ambush, ambuscade. I te ata ka haere te ope a Ngati Kahungungu, ka whakanohoia te whakamoe kokoti; ka haere atu a Ngati Huri ki roto i nga whakamoe kokoti, ka patua e Ngati Kahungunu see whakamoe 4 momoe1.a. Of a drowsy habit, somnolent. Ha tangata momoe, he tangata mangere, e kore e whiwhi ki te taonga (P.). Nana ano i momoe noa; na ka mate tera iwi (T. 62).2.Keeping the eyes closed.3.v.i. Sleep together. Ka haere raua ka tae ki te whare, ka momoe (T. 134). moemoea. Sour, acid, i.e., causing one to close the eyes. whakamoemoe1.n. A spell for causing an enemy to be overcome by sleep. Me te whangawhangai me te whakamoemoe (T. 159).2.v.t. Bring under the influence of a sleep-producing spell. Ka rotua te whare e nga wahine ra, ka whakamoemoea kia moe (T. 37).'"
Moeahu,"n. Melicytus ramiflorus, a tree. Te tino motumotu mo tatou, ko moeahu.'"
